Domain Code,Domain,Recipient Country Code (M49),Recipient Country,Donor Code (M49),Donor,Element Code,Element,Item Code,Item,Purpose Code,Purpose,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"EA","Development Flows to Agriculture","051","Armenia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","782.844729","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","031","Azerbaijan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","941.161666","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","031","Azerbaijan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","333.376959","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","031","Azerbaijan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1017.746307","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","031","Azerbaijan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","313.551413","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","050","Bangladesh","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","3588.006914","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","050","Bangladesh","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","9784.532004","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","050","Bangladesh","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","3303.504153","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","050","Bangladesh","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","9814.798883","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","112","Belarus","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","278.529341","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","112","Belarus","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","164.051937","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","112","Belarus","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","385.59956","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","112","Belarus","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","179.129294","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","084","Belize","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","42.999151","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","084","Belize","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","167.927321","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","084","Belize","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","45.905471","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","084","Belize","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","97.259654","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","204","Benin","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","629.225437","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","204","Benin","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1575.567372","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","204","Benin","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","545.861827","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","204","Benin","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1075.429054","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","064","Bhutan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","158.826018","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","064","Bhutan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","308.854676","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","064","Bhutan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","176.238294","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","064","Bhutan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","232.924719","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","068","Bolivia (Plurinational State of)","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","756.41302","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","068","Bolivia (Plurinational State of)","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1764.99387","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","068","Bolivia (Plurinational State of)","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","694.797037","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","068","Bolivia (Plurinational State of)","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1236.83784","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","070","Bosnia and Herzegovina","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1012.22794","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","070","Bosnia and Herzegovina","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","708.403642","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","070","Bosnia and Herzegovina","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","871.402456","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","070","Bosnia and Herzegovina","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","812.723686","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","072","Botswana","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","223.616432","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","072","Botswana","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","255.161932","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","072","Botswana","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","166.125712","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","072","Botswana","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","307.303332","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","076","Brazil","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","9841.829039","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","076","Brazil","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","8934.126198","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","076","Brazil","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","5960.482936","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","076","Brazil","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","5084.763897","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","854","Burkina Faso","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1203.816109","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","854","Burkina Faso","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1761.541047","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","854","Burkina Faso","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1217.984322","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","854","Burkina Faso","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1961.5148","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","108","Burundi","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","535.890075","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","108","Burundi","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","650.429372","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","108","Burundi","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","529.817264","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","108","Burundi","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","625.497498","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","132","Cabo Verde","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","464.090215","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","132","Cabo Verde","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","191.351941","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","132","Cabo Verde","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","280.696748","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","132","Cabo Verde","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","171.266521","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","116","Cambodia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","879.848839","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","116","Cambodia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","3166.176484","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","116","Cambodia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","906.386469","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","116","Cambodia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1853.920361","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","120","Cameroon","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1260.722361","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","120","Cameroon","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","3021.360071","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","120","Cameroon","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","759.366047","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","120","Cameroon","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","2069.374659","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","140","Central African Republic","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","354.205495","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","140","Central African Republic","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","849.878924","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","140","Central African Republic","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","234.543296","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","140","Central African Republic","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","694.573496","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","148","Chad","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","673.66978","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","148","Chad","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1694.931445","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","148","Chad","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","559.308243","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","148","Chad","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","777.412626","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","152","Chile","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","326.915031","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","152","Chile","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","264.252072","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","156","China, mainland","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","6112.75806","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","156","China, mainland","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","5387.350924","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","156","China, mainland","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","6735.962339","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","156","China, mainland","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","4677.936974","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","170","Colombia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","2443.449103","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","170","Colombia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","7885.311149","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","170","Colombia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1698.49544","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","170","Colombia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","6763.418817","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","174","Comoros","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","89.29797","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","174","Comoros","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","425.935713","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","174","Comoros","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","109.362176","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","174","Comoros","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","213.468671","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","178","Congo","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","180.663838","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","178","Congo","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","875.25823","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","178","Congo","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","188.462197","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","178","Congo","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","783.580681","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","184","Cook Islands","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","20.73325","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","184","Cook Islands","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","34.409315","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","188","Costa Rica","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","914.02369","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","188","Costa Rica","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","2292.481768","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","188","Costa Rica","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","251.924613","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","188","Costa Rica","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1614.997449","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","384","Côte d'Ivoire","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","3271.402994","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","384","Côte d'Ivoire","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","5119.072158","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","384","Côte d'Ivoire","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","3176.415962","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","384","Côte d'Ivoire","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","2878.351487","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","192","Cuba","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","137.933015","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","192","Cuba","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","176.935915","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","192","Cuba","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","81.325686","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","192","Cuba","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","155.028539","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","408","Democratic People's Republic of Korea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","82.538836","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","408","Democratic People's Republic of Korea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","21.44948","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","408","Democratic People's Republic of Korea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","85.097476","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","408","Democratic People's Republic of Korea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","14.141129","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","180","Democratic Republic of the Congo","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","2760.103199","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","180","Democratic Republic of the Congo","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","4800.051013","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","180","Democratic Republic of the Congo","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","2861.208817","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","180","Democratic Republic of the Congo","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","3497.952588","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","262","Djibouti","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","281.396473","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","262","Djibouti","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","554.589702","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","262","Djibouti","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","166.634016","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","262","Djibouti","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","371.315264","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","212","Dominica","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","48.541918","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","212","Dominica","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","59.136856","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","212","Dominica","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","25.470523","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","212","Dominica","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","73.296226","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","214","Dominican Republic","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","635.22189","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","214","Dominican Republic","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","2350.52012","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","214","Dominican Republic","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","589.3452","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","214","Dominican Republic","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1030.471553","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","218","Ecuador","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","765.21362","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","218","Ecuador","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","4474.629414","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","218","Ecuador","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","620.439396","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","218","Ecuador","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","3661.894694","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","818","Egypt","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","3842.68001","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","818","Egypt","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","15455.27458","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","818","Egypt","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","2955.21781","X","Figure from international organizations",""
