Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1757","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1759","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1762","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1764","E","Estimated value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1767","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1933","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1930","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1928","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1928","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1926","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1927","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1814","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1815","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1817","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1820","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1824","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1827","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1891","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1891","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1892","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1892","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1893","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1894","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1868","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1870","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1871","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1872","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1873","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1872","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1920","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1920","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1717","E","Estimated value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1720","E","Estimated value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1724","E","Estimated value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1728","E","Estimated value",""
